target intercept intra juxta.15 para.100 p.intercept p.intra p.juxta.15 p.para.100
SOX18 0.0229017601021961 0.365552038944404 0.11509363382047 0.143799336323441 6.53748357081062e-07 8.29510853873825e-56 2.84583565851218e-08 5.94344971014539e-20
GRB7 -0.299755140271603 0.908475819050566 0.101758662014093 0.128177467235841 4.90019455190754e-30 0 9.25450108168409e-10 7.34527433739462e-25
CTLA4 0.0599752564619089 0.187045154942439 0.0809561075053575 0.0400016830940732 8.62995163983387e-28 2.21530706500407e-12 0.000136259504117607 0.0129068858013057
PBK 0.018585342576295 0.505793514568144 0.178597004159072 0.140679150105609 0.0732821040466096 5.50423266319158e-148 4.40937688087189e-22 2.27127599952893e-23
BANK1 0.133486976134092 0.0996430468412846 0.118727992147592 0.109121433737064 1.32762048510845e-40 6.23410021508468e-05 3.54598449206937e-09 8.44171693328166e-14
IL2RA 0.100735907069179 0.277002686987754 0.0858707341306617 0.0910361292853138 3.40835584702614e-26 2.42661379629118e-33 2.11044649842944e-05 1.0326579634164e-09
TMEM45B 0.0131132155731418 0.456782350907405 0.18705896992919 0.210153017371609 0.328391623448972 4.41838804076974e-109 2.5322219408125e-22 3.049425578851e-53
FAT1 0.0411144168374566 0.467277123070757 0.208008927144218 0.100655563040591 0.00135183786713352 1.3401961508903e-115 1.29932183071921e-26 1.23041567609717e-12
MYL9 -0.163782166955129 0.612561160789191 0.182032545910426 0.267107481096425 3.70387160228168e-09 3.65889260303208e-266 1.54576527504348e-21 1.23513544574201e-92
CD14 0.1179637876157 0.289959383080206 0.15726808321841 0.0932528610037992 5.87790223049682e-22 2.19535001459194e-37 1.53585877017411e-15 1.01536968630117e-10
RB1 0.0127302469229128 0.437304021559667 0.21257325051859 0.228825765665115 0.515138972989108 8.87130024625316e-102 7.14534452793935e-29 1.59906359729189e-67
ACTA2 -0.169730173564222 0.624274695537414 0.18716307814326 0.311603099704501 7.81351301182482e-19 1.36092740342598e-271 2.7523048210745e-24 5.48064207892127e-124
CD68 0.127008434412598 0.33276709277158 0.116401026994941 0.0776101292602006 3.66852184104997e-22 8.22599254414081e-51 4.96570375813404e-09 1.28011259051066e-07
MAPK13 -0.00936645883260046 0.603210302093623 0.202258751716886 0.134290929284744 0.726773939418559 1.27503777017443e-228 7.61606308883709e-26 5.32946957951131e-23
CEACAM1 -0.129463448970953 0.694270842513682 0.202187277833828 0.197034071211485 3.1155318947003e-13 0 5.63867623784672e-27 3.6268354988787e-50
KRT19 -0.821471489541187 0.835107791931902 0.127294779490623 0.169820322919465 1.73757744026698e-113 0 2.89433250636883e-25 4.34657049687025e-58
SOX4 -0.452670215628188 0.718494884959682 0.159268724097136 0.294104772038425 2.1830951251715e-29 0 9.90284389384715e-17 6.75287044563743e-120
PDCD1 0.0962812793519723 0.209322241686515 0.138998285145206 0.0830029881275473 1.18515320234405e-27 8.12728919592814e-18 3.67697038221519e-12 3.03763178177549e-08
ACTG2 -0.0295351838254927 0.369226150680041 0.215561023695324 0.549271735742687 1.64011901663947e-08 3.31507989418733e-60 3.71252519938767e-29 0
GSN 0.211616613267432 0.29422482572324 0.181003698061028 0.0945562732524878 1.28722911984502e-25 8.61427945578851e-39 2.64359345889841e-20 1.15993371636414e-11
CTSL -0.0135486917536563 0.583382091387225 0.233611125650563 0.135630667655832 0.701931288396283 4.49604945276608e-204 1.25651152195718e-30 4.10831622908353e-23
IL32 -0.326405234238849 0.576725927949591 0.261652747138871 0.387633201462637 5.18116756716584e-79 0 1.29511577096682e-61 2.56062884580075e-241
CD69 0.0672930291356548 0.296657469636307 0.156092858002094 0.0992631037786691 8.6297651877998e-16 7.46703698178542e-39 9.68469917621386e-16 2.34989136600931e-11
MYLK -0.125435968607375 0.60120178096293 0.226785036281646 0.191312782670172 0.000800571191193064 2.27975250141633e-244 5.12479668197508e-30 3.30404964370229e-48
BCL2 0.103393767519966 0.2823471888655 0.140000199680522 0.102204358289691 1.03411424102644e-20 5.61189892709244e-33 5.30060221218938e-13 4.10133135255164e-12
FCGR3A -0.164084566818165 0.689297737102539 0.176999748305757 0.198548894396278 1.810993825891e-08 0 1.36433803712308e-20 8.5492787580717e-50
CD163 -0.241539351430956 0.877181261092543 0.0816351871453517 0.245354627232979 5.09351874631929e-33 0 3.19056983081779e-06 9.17186998812502e-78
RPL13 0.227419514400925 0.402029569036162 0.153154063755875 0.125446696981597 2.17918587513368e-15 5.20348435617489e-81 4.0139780472902e-14 8.48668782471911e-20
TMSB10 -0.969304746784739 0.759452515581969 0.070348086013339 0.298104922946201 1.05175522403784e-37 0 1.74616341614777e-05 1.98847428534501e-141
MAPK3 0.253065981072366 0.0974538418172283 0.122131069076995 0.0850154477019599 2.55115203476222e-57 4.03897541400224e-05 6.33935133479909e-10 5.66387776336293e-09
CENPF -0.441292524738906 0.837583092727363 0.19757298395184 0.295402339759996 1.16725551818903e-167 0 3.77212575351167e-45 9.5877347158885e-141
PDPN 0.0515813886650612 0.108793880023971 0.0274023870560762 -0.0244160057556785 1.12621869265379e-36 6.9646978063785e-05 0.230294582644331 0.149583078637581
KRT5 0.131472716861237 0.324090148835732 0.145858546264898 0.0986012504388245 3.32939120793886e-20 5.58857098153413e-46 1.14123056928163e-13 6.52261429755787e-12
GZMB -0.000308227973289649 0.536025348842391 0.137473263743402 0.2127658609896 0.960462765644851 4.32358988730554e-140 2.06099410772179e-12 6.98481775396343e-44
SPDEF -0.365494853959268 0.754030234536982 0.172868402380503 0.278601811396597 8.05956038520227e-73 0 5.10337829869329e-27 8.53301980018474e-119
ACTR3B 0.187424335105125 0.278411303253203 0.18597724899695 0.0980600453729978 2.47890056106471e-24 2.55704341802265e-36 3.6723640971802e-21 7.05468727590941e-12
CXCR5 0.171429169680715 0.0515329717697277 0.0754052837798128 0.0520435102959563 5.10510662952911e-60 0.0442943699539617 0.000301209472780763 0.000545392846195285
IL3RA 0.0696473153901173 0.292803414166027 0.0633623511058596 0.0220635310481531 1.56714166687792e-26 1.687259496824e-32 0.00236136111250017 0.165814360867418
FCN1 -0.0520420984112119 0.396612334655759 0.202025831887014 0.470179674985873 4.72727743296697e-09 1.46055203441668e-86 2.18058286118789e-28 8.89267262793399e-295
CD7 0.0771758277385088 0.194724158872021 0.0975903598890715 0.066291437614133 9.86576412965693e-30 8.52403203404312e-15 1.59196444945257e-06 3.10842319937868e-05
CD19 0.083313854903675 0.080019099515364 0.109081340314744 0.00619777093183715 4.68226713964898e-41 0.00201849058705769 3.30495498464348e-07 0.700190829545043
BGN -0.718869887724018 0.896008764011733 0.0336168393099557 0.320451989911661 4.69623546108381e-94 0 0.0293581863718023 8.51835465479902e-173
MYO10 0.077859628619125 0.495493481709712 0.168693657705253 0.153789341098727 0.00153063336676011 8.21088049656527e-132 1.64439057876109e-17 9.84532392256295e-29
MDM2 0.102645575566811 0.326450465274263 0.12687068325924 0.0939687991993912 2.41563558998397e-18 1.75665638741858e-44 7.46830032266373e-10 1.08812812725649e-10
RPL18 0.295490548489725 0.199755880714704 0.208087925342875 0.0715605473239801 3.82716155980044e-40 1.1579663465854e-18 1.0496514315993e-25 5.23497685176685e-07
TP53 -0.310222878768818 0.692588306550964 0.246532082969558 0.164588576602054 1.26921506008506e-11 0 1.42710719990815e-36 1.249471653036e-36
ADGRL4 0.00156142441781236 0.656798468903442 0.153878517176482 0.0604776273089891 0.771050970726065 3.11570395995651e-244 1.32838492838663e-14 0.000111709439251434
CEP55 -0.285882576900305 0.834256401395142 0.277994357652801 0.101718825222576 1.02961461966266e-62 0 5.97965313284791e-69 9.83661030860915e-16
PDZK1IP1 0.293965221647805 0.0946908958382851 0.0860454050795854 0.0761244736117835 5.5882915266655e-65 5.15772322320456e-05 2.33374437255432e-05 2.43366325008025e-07
KRT7 -0.750352210436218 0.887697881144014 0.0624553744915988 0.176764195480652 1.2514183080926e-99 0 5.01712895115243e-07 5.39210623640062e-63
IL7R -0.0825958680357475 0.560524082128673 0.263020111691089 0.439707645330944 7.14498182340281e-37 1.02685461022299e-297 8.32790381217949e-63 2.48497138867116e-298
SPP1 -0.0156261723402201 0.296073986424269 0.300955849926683 0.354076414093885 0.0262255085684454 3.66138732934133e-37 3.29322585540082e-58 4.78935295164394e-137
HIF1A -0.68235645193441 0.679957004342178 0.184289451698847 0.344254626821881 4.39629883193718e-74 0 5.50197548472142e-28 1.59545164099119e-195
BICC1 0.03008998349757 0.440460379948459 0.115934911072173 0.111689754640909 6.42533217582317e-06 3.64044688325915e-77 1.68744019983293e-08 1.27850167827605e-13
CD2 -0.214410443558426 0.922054521900915 0.162206004734835 0.243491036114791 1.15635285403502e-93 0 4.87756172760089e-28 1.92070567077552e-91
CXXC5 0.0926879794105479 0.476082001651366 0.189609828055284 0.0794028938423089 1.00442829809895e-07 2.52866619582121e-127 1.77873474998641e-22 2.26546024195993e-08
FCRL5 -0.0398299757597669 0.8557116201717 0.173202991883968 0.128460826148345 1.32538821336961e-11 0 1.19751630706651e-20 9.25435634813979e-18
MELK -0.163941338595807 0.866629981302522 0.170615223530297 0.14392155758884 8.38380715740819e-36 0 6.87027228154538e-25 4.53737879648659e-28
CD74 -2.15080674455093 0.865540823627255 0.194758680174424 0.344930080888267 0 0 1.65447918029421e-44 1.38701920504463e-232
RPSA -0.416852503306672 0.673566632573194 0.28409442601049 0.163168789216368 1.39649950749064e-15 0 1.91410201107614e-50 7.81950847363985e-37
MYO5B 0.155202619684824 0.367329099705323 0.223719379906861 0.103651099144699 5.94805925224358e-13 3.08098055805205e-70 5.16510033064712e-30 1.21006689581886e-13
CLDN4 0.0872811847471179 0.23963003007756 0.110842110282858 0.0383309346656102 2.95133375931448e-29 3.08078382593337e-24 9.8066665169692e-08 0.0128225542639251
AGR2 -0.379666491825914 0.649314777617106 0.139539663345299 0.40608410745095 3.8403462805959e-46 0 3.34197210563521e-15 7.40374215660741e-252
BIRC5 0.0298351495684235 0.454833020399428 0.163173990820888 0.080477504215036 1.08921857703818e-05 1.25007363937823e-103 1.82176214669155e-17 8.80172803910634e-08
PECAM1 -0.0505046954841066 0.766017637391912 0.116805017976515 0.149801088322848 7.76749549295412e-06 0 1.81154791511596e-10 1.56368593870469e-25
TPM2 -0.060383872908549 0.580691270558548 0.199888376704279 0.199871218240961 0.00232086775306478 2.0207490075227e-242 4.21308692519654e-27 1.10850584251862e-49
