target intercept intra para.100 p.intercept p.intra p.para.100
B.plasma 3.57783305540982 -42.1257494803539 0.822143300717791 3.40723466776359e-12 3.97030815110234e-12 1.44508350505977e-167
Endothelial 0.72537638459584 -49.70465207797 0.218197410630238 2.23529512595457e-15 5.55989144244167e-15 7.05888539496579e-05
MBC 40.4546747989954 -49.4821467369908 0.761525340894227 9.61917643623913e-15 1.27084610107434e-14 5.43282738562546e-80
Fibroblast 0.859167305323718 -53.415010912741 0.405468531510072 3.65506649605626e-09 5.26232158013507e-09 3.46488545471581e-12
Macrophage 1.09707908487707 -58.411785806291 0.0400817018188168 8.41820173049735e-16 2.36715548973484e-15 0.563499568622446
Mast 0.694187556119924 -53.8338780699697 0.224911357869481 1.3257335376047e-10 2.36268710264273e-10 0.000142294391179152
NK 0.00152374186551568 -53.6297434099712 -0.0116871191900309 3.8512235697792e-14 1.08615777196499e-13 0.9141208146566
T 2.42509609553093 -59.6139647223119 0.318936308950479 1.43888120980187e-18 3.32117346189676e-18 8.44320665826153e-10
