target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
MBC 0.209468776445473 0 0.197896395376334 10.5774553951951 0.00237063836011399 5.61741601170793e-07
Mast 0.0326741149161917 0 0.0326124733308508 0.365547481836787 0.493212094623571 0.0765944250837814
B.plasma 0.140771820190473 0.000353055512062328 0.122165683713148 24.5549347169366 6.29816324633615e-07 2.54204479879439e-07
Endothelial 0.0560887206673894 0 0.0559535304825792 1.31730400713125 0.493143215529745 0.00632948403312151
NK 0.000294336303893711 0 0.00029440137386115 0 0.500224773993595 NaN
Fibroblast 0.0837939307518538 0 0.0834777238708365 1.29964413395858 0.483047922603697 0.0345336935266864
T 0.0834556269276266 0 0.0828019605691527 1.33670085531837 0.440926145676778 0.005252517477492
Macrophage 0.0818485290915333 0 0.0817566282755682 0.598348726247582 0.495075284723399 0.0403795905301595
