target intercept intra juxta.15 para.100 p.intercept p.intra p.juxta.15 p.para.100
CTLA4 0.0662723597115566 0.139486187172961 0.0422492941685923 0.0894840128640945 6.83492633321568e-48 1.77841551264975e-11 0.013793789699247 1.87557548593966e-11
BANK1 -0.0545865972468835 0.692964772905355 0.169947412064841 0.286893241811407 2.51539708135457e-26 0 2.36031117422343e-32 1.08884095112009e-146
ACTA2 -0.403266043739903 0.68819779794894 0.154683214955891 0.419028383492604 5.46419008850752e-111 0 4.71177490663195e-29 0
IL2RA 0.0805083039611993 0.315498166112417 0.158644079847502 0.0644492172973126 1.45828413723371e-26 2.38972527465818e-71 1.37733218709945e-23 1.68976037836712e-07
GRB7 0.0969064357452154 0.293901011667355 0.158815214052211 0.0801183183014099 4.16761219050397e-31 1.65638642885443e-60 8.34595901044917e-24 4.80423455030683e-11
SOX18 0.034999882816986 0.448214843161735 0.138366475066473 0.133339583676299 5.2729465415397e-06 1.09881319481258e-152 6.19906744802108e-19 1.57181559235624e-28
MYL9 -0.620267170383507 0.772525107970647 0.226165240824041 0.237831039913958 5.37700926901353e-67 0 3.76082700099493e-47 5.77042820734841e-117
CD68 -0.0601976302009374 0.656376199889221 0.205340085750725 0.133573712458749 1.669725984489e-08 0 4.02466950589477e-48 9.56735662937083e-32
CEACAM1 -0.151400062496774 0.662219145986832 0.166367395496201 0.281532295716997 3.90609534078758e-36 0 8.15534571647041e-32 3.80022021886086e-157
TMEM45B 0.0864737493131244 0.0684930383535598 0.0886624981489781 0.056661013442134 2.57842465170568e-61 0.00104099854338357 1.69960603113849e-07 1.24855884580387e-05
PBK -0.0416057554197928 0.578399417037441 0.227556880878306 0.150294257768636 0.00776509250724501 0 7.67211422833836e-53 2.2048621756473e-41
MAPK13 -0.101893165759456 0.705811095827028 0.185669136692398 0.127644556145693 3.06324135806401e-05 0 1.22225900348916e-32 5.34718454899272e-31
RB1 0.0819938962272226 0.469713098575039 0.171206671481093 0.102868819193958 5.94666543915399e-09 8.96009128465286e-174 6.79192712505305e-28 6.77458548480399e-19
KRT19 -0.788308735795306 0.71149888437073 0.127016627147152 0.292076658514663 6.81312876591572e-203 0 2.54721442661296e-36 1.4180204486419e-278
FAT1 -0.0528229666185471 0.604722371197623 0.19932846267295 0.171314472061145 2.73053433594356e-05 0 1.02592026938387e-40 8.05301447375147e-53
CD14 -0.0307181376322584 0.652906319268614 0.122382914394627 0.161872660587871 0.00915575691781772 0 1.78449117996074e-16 7.16655213420571e-45
CTSL -0.271836800794721 0.778368787225153 0.175086750023779 0.159711161358039 5.08658464942418e-34 0 7.34778338754508e-35 7.75552652597759e-52
ACTG2 -0.615648680174027 0.664744144723764 0.00140855196836797 0.537072897333915 1.52572147034694e-159 0 0.906743666624847 0
IL32 -0.482617100925238 0.560970735225313 0.218265517078508 0.386643670334158 3.29871123953715e-37 1.44284651722681e-299 5.96752033298817e-43 0
PDCD1 0.0709521611888389 0.164162441603017 0.124315035262326 0.0267795032408759 3.48746552902608e-47 5.83077207584669e-17 5.843342206421e-14 0.0370137650595827
BCL2 0.0246705665848942 0.5015303726159 0.194032432731503 0.131844985583501 0.0448562801119203 1.02246188437814e-199 1.09814847954972e-37 9.37723624202229e-31
MYLK -0.441474929573779 0.824656519158542 0.169414267317377 0.211057443789962 7.18974997167666e-91 0 6.11954694938407e-36 4.71343801824904e-95
SOX4 -0.489820800784425 0.789447349951133 0.0835860558773005 0.251685010059729 1.4551154325356e-74 0 6.7118001775292e-12 1.52287301549532e-154
CENPF -0.423477926156136 0.856398950192318 0.0878129148933582 0.239530760168783 6.15029279141968e-156 0 1.23100835681845e-15 5.44653274191201e-149
CD69 0.0635852176735361 0.353139449143212 0.153022724266248 0.111039065132133 5.36227757467652e-16 7.05232961264227e-94 1.76887983662209e-22 4.22507092676615e-20
CD163 -0.404837615514588 0.964578707389464 0.0223552441277589 0.239705928774808 1.83928593187421e-156 0 0.0416930271580504 5.97068411285989e-144
GSN 0.160969892497239 0.334003180464408 0.17200139972825 0.143014529042783 4.90689725023187e-22 7.03026868184053e-80 1.85075264232318e-27 4.30920098457802e-36
KRT5 -0.585436275287189 0.738698425127553 0.0223889860661566 0.391568134510156 8.73271225261068e-123 0 0.051045045161805 0
MAPK3 0.111518100701027 0.397516335375964 0.22796410123412 0.119179256718663 3.7894634066906e-12 3.40566632370887e-128 1.54696133447059e-48 3.11018602148792e-25
RPL13 0.210216135554844 0.331502614415323 0.226109893892189 0.203891968983404 1.06113773665248e-13 1.67072133997714e-83 9.49549795878769e-41 3.98726696796504e-76
FCGR3A -0.202282991661894 0.682966751843136 0.205797852474971 0.18662540316133 4.3863478113649e-15 0 1.85952849855279e-41 9.82297579973009e-66
TMSB10 -1.23949716950981 0.827373808543642 0.0826070202450776 0.250604511258499 1.19239136128019e-80 0 1.80603120786769e-10 2.63940415113026e-155
CXCR5 0.0966059855304856 0.151937667727761 0.152449865643666 0.0886810209167464 1.79031340609793e-43 1.18518341538747e-14 3.06947501743416e-21 3.15486135088457e-13
ACTR3B 0.072723228966843 0.442878282907422 0.224659093872987 0.113060711334267 3.3021003883945e-07 1.48891323579623e-164 6.35127643764369e-48 9.29571625954248e-23
PDPN 0.099442771816808 0.259680356934922 0.09747392230897 0.106490626702134 2.13831682679821e-34 2.05045647744426e-42 2.01511312339914e-09 1.55350425906826e-18
SPDEF 0.00734922557166068 0.38497705442869 0.19715325896045 0.24890267247746 0.321223460745274 5.20238302017073e-121 4.13466046968414e-38 2.86365225596924e-103
IL3RA 0.0799129405490612 0.354198559839443 0.145337523459954 0.0673504440971734 1.23076897502538e-22 2.28451205318247e-90 4.52267860534153e-20 4.70302284213341e-08
CD7 0.0586029293996634 0.296233209285569 0.188217364942157 0.0829980590316456 7.43896124268098e-19 7.99817445592167e-57 1.42640131305151e-33 1.47087506121352e-11
BGN -1.15322905815697 0.816289187892465 0.101960211636536 0.339286827478539 5.43771447988791e-193 0 2.80543176365779e-17 4.20612916726959e-308
CEP55 -0.272547981877876 0.79319494971748 0.182756973990647 0.164294104715229 4.44759121965984e-54 0 6.6437683594047e-41 4.12642223225271e-55
CD19 0.0741731242579479 0.253003205587259 0.1320531324889 0.0264888528824163 4.72434200273872e-37 9.15090927660538e-40 3.8323298597528e-16 0.0376217607497788
MYO10 -0.324554594053361 0.78465163017208 0.138999499754649 0.209729393631704 1.78267814749671e-52 0 1.67712611366335e-24 1.19065738570791e-93
GZMB -0.0830460786849018 0.719035095215655 0.142660693036942 0.266683114210839 3.23435207278152e-28 0 2.85240934448978e-23 1.13808712062283e-123
KRT7 -0.486844956990498 0.832851475296714 0.0838601271731976 0.205871493138552 2.33266296210638e-90 0 1.71514688993438e-13 3.15959614420817e-113
MDM2 0.0530508413036507 0.464641478022148 0.158703581411337 0.1511004739321 4.1455843938825e-05 1.1957495658851e-167 1.11218435707546e-24 8.02119905513482e-40
TP53 -0.39987488304178 0.869718071018428 0.121269752759872 0.153561813647759 1.8951888385104e-33 0 2.6967906314465e-15 1.19974362000131e-47
RPL18 0.285329515846461 0.220622631613782 0.118202887551777 0.112322203024576 6.03460719871473e-63 3.92135328305022e-32 1.343033372599e-13 7.83958712768146e-22
FCN1 -0.0114057220845821 0.434471334902912 0.137645439665647 0.325036726929148 0.2407807500399 2.76221341253377e-157 1.2306393050516e-18 1.91813822639727e-186
IL7R -0.106831046554738 0.68962646744556 0.15063799994784 0.447947760051737 2.0368997334e-72 0 1.47359789762807e-29 0
ADGRL4 0.0493462226759531 0.386501404974947 0.171756288431679 0.084316121355278 6.737222348296e-12 5.2960039278382e-107 7.8210297513392e-28 6.72283959451453e-12
CXXC5 0.0989793035607369 0.225729783062228 0.17168400659112 0.0863437540106025 4.7571715567174e-35 9.05417925020922e-35 1.11366944068788e-27 1.31877630014507e-12
CD74 -1.33353352306026 0.768296208756486 0.16337916652898 0.362181682641998 0 0 8.54467493624561e-49 0
SPP1 -0.368643123087545 0.531323809350885 0.238680252507947 0.480824239226582 5.91201792445986e-97 0 5.70425104971804e-65 0
