target,imp
ACTA2,66.74157064739971
ACTG2,36.039751097584
ACTR3B,37.93781605493212
ADGRL4,54.85293117448505
AGR2,0.10897931070593671
AHR,34.901743367817105
AIF1,74.45924892886161
AKT1,32.09712207171173
ALDH1A3,56.417024024909466
ANLN,51.894293432769516
AP1M2,9.257224260792752
APOC1,19.669817938698618
APOE,3.625847436429139
AR,27.215259436976304
AURKA,50.452329223957484
AZGP1,19.152618379085705
B2M,344.90740625604144
BAG1,63.57966269089064
BANK1,6.728675974356906
BCL2,61.63442268250889
BGN,66.85507264999944
BICC1,5.5454728778970095
BIRC5,22.292321935945196
BLVRA,23.268696927873364
BRAF,85.87495511297716
C1QA,18.84791976389561
C1QB,36.34996185726646
CALCRL,53.32992786449015
CAPN13,21.527551689796354
CCL2,22.296898500474718
CCL3,68.12939991024614
CCL4,32.51643657823155
CCL5,13.369795356635704
CCNB1,38.09592972807598
CCND1,265.3123414847663
CCNE1,13.363524711149829
CCNE2,13.568902419928227
CD14,12.039646624832704
CD163,81.19041337509516
CD19,21.01750136738623
CD2,23.101072323981736
CD24,141.70937203335473
CD274,1.708785298179649
CD34,95.3104299810732
CD36,118.83803342916951
CD38,14.991459001260067
CD3D,20.498748000395075
CD3E,12.251125380911738
CD3G,211.28074506343705
CD4,13.699030264950158
CD40,59.8610107832666
CD40LG,4.331366885724265
CD44,26.284854930202904
CD5,1.4526035853755253
CD63,20.17851369706465
CD68,1.0991985519953837
CD69,41.21877147514084
CD7,0.5203642745970956
CD74,156.316304504327
CD79A,30.476460542134575
CD79B,4.257466867894041
CD8A,10.064755123143023
CD9,1.572562172243861
CD96,14.749738493619457
CDC20,18.508300577337074
CDC6,14.534889657784023
CDH1,51.06247385941398
CDH11,83.40273410125407
CDH3,14.655180234088812
CDK4,51.26360524831066
CDK6,22.127688721711355
CDK7,62.42784501865854
CDKN2A,19.47834033840263
CEACAM1,45.68288932496938
CENPF,48.57827211816596
CEP55,10.665878036725118
CLDN4,41.08136023829914
CLU,27.705044143812046
COBL,20.437528827416294
COL1A1,127.29391116019005
COL1A2,84.03473791945845
COL3A1,90.01685329957651
COL4A1,144.7293225745218
COL4A2,114.9529231273153
COL4A5,1.017778165568007
CR2,5.327742612103221
CRABP2,0.4827110832278537
CSRP2,37.74903829240471
CST3,18.26294205114748
CSTB,154.83561714963145
CTCF,139.86060888518486
CTLA4,2.3637786169705266
CTSL,24.93209845857073
CXCR5,0.5964460768883232
CXXC5,28.53269154701346
DCN,6.162969092143453
DERL3,54.33648367324592
EFNA5,9.540199529544159
EGFR,51.56858558219115
EIF3E,51.037678910453806
ELF5,21.692829758666385
EPCAM,59.395605071909706
ERBB2,10.842933282830382
ERBB3,4.515312359434263
ERBB4,47.79959066126228
ESR1,4.944326609285971
FABP7,14.376000376741915
FAP,41.36379874253973
FASN,62.603560262917824
FAT1,47.68711653593837
FCGR3A,76.22260513581647
FCN1,98.95291998761564
FCRL5,12.390696327449598
FGFR1,145.04070916429808
FGFR2,17.33002947600465
FGFR4,53.39486073277439
FN1,161.75600249479564
FOS,31.619412677130867
FOXA1,144.48839444397117
FOXC1,32.42603038277529
FOXP3,64.77104155967002
FXYD3,15.96793628441315
GATA3,140.09912530445578
GNG11,33.21302577485241
GPNMB,19.361642011252975
GPR160,15.000879792944449
GRB7,3.2074773448618283
GSN,29.330495599523246
GZMB,61.685498396677566
HIF1A,105.48945289602528
HLA.A,71.6612912587645
HLA.B,170.9411276616548
HLA.C,46.683177284526415
HLA.DPA1,58.4630715506748
HLA.DRA,60.51158335056223
HLA.DRB1,12.310566021115699
HLA.DRB5,5.245862053760763
HLA.E,155.11054811660281
HSPB1,172.3473343372274
HSPG2,104.85593345130881
ICAM1,121.79021880878958
ICOS,21.18245606832846
IFITM3,50.473692997324626
IGF1R,58.0757911440773
IGFBP5,120.33691776362653
IL2RA,20.10378921042394
IL32,21.743935856563425
IL3RA,3.2067005329359444
IL7R,7.578786981320349
ISG15,80.98292362316216
ISG20,56.682810600529564
ITGA6,29.509914236452122
ITGAX,19.522234399968184
JUN,125.60923364771506
JUNB,66.09822125073865
KIF23,21.061165357383626
KIT,30.75800192310994
KRAS,28.978633085593454
KRT10,15.576178383968683
KRT14,0.9702289030657721
KRT15,2.8520126538027517
KRT17,0.012767193265871304
KRT18,48.56279654714378
KRT19,160.61191308618436
KRT5,0.09590959097344452
KRT7,4.839727936568899
KRT8,101.51395215852192
LAG3,2.6873074451108083
LAMA1,3.206160074634421
LAMC1,142.01518640392197
LDB2,75.01631550712649
LGALS1,79.79672713357873
LGALS2,8.934136034183805
LGMN,143.83509309684337
LILRB1,35.64862227468015
LRP2,111.58561051436031
LST1,36.09591528119243
LTF,12.510314205180356
LUM,42.157456138557635
LYPD6B,33.65046639173451
LYZ,96.40230272139144
MAPK13,47.59756459219371
MAPK3,5.438138051701504
MDM2,170.49800316549616
MELK,51.809302648050604
MIA,2.817549316341217
MKI67,12.173606202916563
MLPH,41.756021328955036
MMP11,47.42114110081798
MMP12,4.075298505200908
MMP9,22.817502678981736
MS4A1,117.36410575818144
MSR1,28.12986811528741
MT2A,25.569966329397033
MUC1,1.4632501624068788
MYB,10.044867730103347
MYBL2,54.14234378614779
MYC,52.208711304739346
MYL6,116.94100787614741
MYL9,92.93234621132568
MYLK,152.93826513718656
MYO10,66.82931007151379
MYO5B,12.542077148377984
MZB1,4.26259614049709
NAT1,25.8953702563717
NCAM1,62.10794571014136
NDC80,32.034859703991124
NDRG2,122.21145402507148
NF1,105.00663389695619
