target intercept intra juxta.15 para.100 p.intercept p.intra p.juxta.15 p.para.100
ADGRL4 0.0845407412393396 0.0768105895922769 0.047213658986412 0.0659276297593316 3.17687146845804e-30 0.0118124165025775 0.0653854950477894 0.000707010177878016
TP53 -0.0721629952709839 0.581284391217177 0.256424433132657 0.163960321424979 0.273619855232851 5.22194216461213e-118 7.03835123432134e-23 1.53977799576067e-23
FCRL5 0.0601924765649817 0.0118334033838542 0.0271391053953199 0.0330732371041805 2.28397841309688e-30 0.71112157591705 0.300863959270795 0.106667295470714
BIRC5 -0.0300667703155413 0.699687861565363 0.197257940824002 0.0939461746686744 0.00364609704544823 2.96583362039257e-250 2.0732742728863e-20 2.89433199100789e-08
DCN -0.00772869584368363 0.579600559765875 0.133442002771725 0.201363932218775 0.578019050774577 2.59614734291013e-144 6.0053360847525e-09 5.55803003805236e-34
ISG15 -0.426743165163196 0.531807121287489 0.277261603011064 0.320463496034369 4.81356282655999e-15 4.73924085862937e-143 2.90881225975614e-33 4.61663000112162e-103
PECAM1 -0.0188093506026846 0.630362922066683 0.163143936361286 0.15797448900267 0.114302444651671 6.73815912724499e-191 1.07970207608041e-13 5.05305063970621e-20
RPSA -0.161075415773522 0.576673854868759 0.314759859526207 0.150147174077819 0.0351866295211513 6.00748509369739e-115 7.04189999095483e-32 1.41737733180865e-20
CLU -0.458364052662922 0.840961510693601 0.0685799257760337 0.225551247745864 6.18186955414528e-53 0 5.30670971057301e-05 2.49163069030037e-61
MELK 0.00546640462148306 0.601754814591815 0.130948610792889 0.147259796051181 0.713330652442974 3.52537352031326e-158 4.34841648087712e-09 2.06914113447633e-18
MYO5B 0.184009882645523 0.273798208350183 0.202743433072209 0.131300227643249 7.79173244645329e-13 5.68412494738391e-23 4.84481292137877e-17 5.79295351560755e-15
HIF1A 0.131453973070012 0.316981418924188 0.249215423837317 0.234826004299209 0.00153573459730426 3.93297292510534e-31 1.50975155518744e-24 1.62949291021075e-49
LAG3 0.116630442386297 0.232479004954041 0.171891638187615 0.0881148599147339 1.8986177521854e-20 2.2627065515219e-18 3.98263169374806e-13 6.59796808804549e-07
CD79A 0.070389183722262 -0.055371392215435 0.0182145818176643 0.0836476946454679 4.38991378191423e-34 0.0949993166103821 0.482726885922369 2.29282199329312e-05
PGR 0.037064275756283 0.223306002272579 0.0452356370479644 -0.0299511659640083 4.5879535368457e-18 5.23182591085886e-13 0.0842036913933683 0.150092914663003
BLVRA -0.0880709068066826 0.605255739130069 0.28058698909539 0.135970284778194 3.72486142910632e-05 4.06889751121101e-190 1.9686924457938e-38 1.23332245159048e-17
AGR2 -0.214291728924549 0.466357504842449 0.200042103461712 0.436213767577606 2.02187980169902e-21 1.24620435060629e-140 4.05247644858243e-23 3.5995357762428e-213
RRM2 -0.0766872050666314 0.81410932085707 0.140283872263169 0.177588352633103 2.78698520203181e-12 0 8.82755432133003e-12 2.85050129786542e-27
DERL3 0.15499289231937 0.127741678560549 0.0786859403286262 0.0640469088378522 4.95542069089159e-33 2.05166057534831e-05 0.00178164470562103 0.000511776661598773
STAT5A 0.208914509854131 0.175044004111549 0.0905723476239033 0.0225354312995387 5.75149322934809e-39 6.21361346557185e-10 0.000186087666143578 0.223077447593596
CD24 0.103256427577779 0.202138724328441 0.134523516080869 0.296477949559711 1.17184110732226e-08 1.88713742228346e-13 1.38931966505119e-08 1.75680014278361e-75
FGFR1 -0.437456139829936 0.715200516930675 0.135699442859004 0.25079350026097 1.55132067246541e-71 0 5.33219444334912e-18 4.72088567469408e-88
CD79B 0.0761640119213775 0.0969563656083014 0.0718813320346946 0.0601348579559229 1.63987421956873e-27 0.00181636229324363 0.00361975465524856 0.00165741984464271
MZB1 -0.0802082343833596 0.57600136370518 0.1863330672395 0.263201738638752 1.73021071610236e-05 6.77588647051494e-174 2.15124938507472e-17 6.4713951114556e-63
COBL -0.11684633535543 0.601896123292231 0.273675146637171 0.146421169589497 0.00207857379429848 9.86397642831366e-156 2.58272195526423e-31 4.35425574691157e-19
MIA 0.119921048484677 -0.0441217434302121 0.0416692060286088 0.0224515037889884 1.1766041967858e-45 0.176693091964717 0.115920700362635 0.242270851298963
PHGDH -0.218045417696057 0.572437858365986 0.238425184143522 0.309342801933959 7.60139476927245e-22 6.81500871341797e-205 1.06681436422186e-31 1.48072614978046e-99
ISG20 0.402513538684959 0.115322332290675 0.105372155603112 0.0896577234123058 3.43128352479586e-42 4.10332761793386e-05 3.06850703500063e-05 2.94474058440405e-07
LAMA1 0.129454856604474 -0.0123348891374419 0.052496941391346 0.0785872081321498 1.04478634016858e-40 0.694709822913444 0.0385411022344682 1.62157526725304e-05
TPM2 0.00165748729138067 0.509429516938459 0.215519624804631 0.17658684667693 0.947876727735307 1.62099294145613e-114 1.37350032053939e-21 2.97106874767793e-26
EFNA5 0.0452395382478199 0.235496738512985 0.0316087107795781 0.0634904320528676 3.85189908641129e-17 7.09107250627411e-15 0.214177539525071 0.000987295617607221
BRAF 0.118666414658093 0.0978732999653539 0.0738778118850432 0.0355287838714106 4.31572778743358e-34 0.00160787097392035 0.00299377073953624 0.0560669577564071
CD274 0.105040155808492 -0.0113271068785619 0.0326438412797154 0.0537175814384506 1.40359868794462e-40 0.727857437302194 0.199178135000594 0.00534505668233797
HLA.A 0.322363811987586 0.246078568408829 0.139581849984946 0.147051627067183 1.1566267820522e-21 5.03112150879477e-19 2.67231621767298e-08 7.32453153065279e-18
AHR 0.197741448798033 0.268737364028732 0.122221641644373 0.066337433993572 9.80193300044997e-25 3.46996101630011e-23 3.92508061501163e-07 0.000116884502757446
FGFR2 -0.136607328561237 0.640748680756016 0.14155186646655 0.298590578623415 4.45531609207034e-08 4.1879479961959e-179 6.83772444489426e-10 3.72850029008798e-77
PI3 0.106599596579922 0.0102663759277985 0.0439789420530227 0.035196196614944 3.53345376255431e-40 0.745461581499738 0.0802267952558439 0.0711146818326125
CD8A 0.128155154303634 0.025852325928862 0.0260213732115986 0.0605332148711312 9.70786270941403e-42 0.410118256735965 0.317540222948995 0.00101545463170266
S100A14 -0.0287672663474297 0.514770826350507 0.2618988758541 0.179636082934425 0.159163894063125 6.1053534667308e-117 8.63417128149124e-31 2.65203453409601e-28
MKI67 -0.205827328981638 0.92726630400441 0.0655663329316301 0.212827305199197 2.26978001217591e-48 0 0.000144667038406459 1.65973140601771e-47
STMN1 -0.372668262523062 0.641598272819994 0.243479162243943 0.233501407359169 4.70444725996313e-27 4.29168714761049e-301 4.81843565009011e-34 7.08210134548119e-55
COL1A1 -0.716484817632477 0.953696873704693 0.0668357545237672 0.288070759245942 3.72826132153598e-182 0 9.06946909195625e-07 4.41618593134827e-115
NAT1 0.170046842577256 0.150840081269739 0.0588624289221485 0.0117197933960555 1.76843606402012e-38 2.79668205978079e-07 0.0190313411353552 0.521797597620364
ITGA6 -0.290622517142862 0.713228258353319 0.21903917458391 0.178421694376997 5.49767810284829e-23 0 2.16038494617751e-27 5.10933415834779e-32
TRAC 0.0429782819538295 0.329797136318128 0.117625176311612 0.0244882906819934 1.21191557864347e-11 1.32334546028382e-31 8.96570143736018e-07 0.211510581382325
LAMC1 0.179038026935306 0.245546635216078 0.186830885441162 0.1560633457881 1.02888320846288e-12 8.61004139937348e-18 3.72679869488486e-15 4.34216577239114e-20
EGFR -0.228927884501576 0.791966442711104 0.158098380268143 0.179149344515055 2.21833175100271e-16 0 8.62171814662106e-13 1.12085206249612e-29
CD34 -0.198276642552291 0.814451053566175 0.245314503220789 0.212081866429899 1.45976672425297e-37 0 1.46895375867224e-34 1.04690467076209e-39
FGFR4 -0.0141153292892605 0.553764196159079 0.239642087323597 0.132135416482894 0.627094404510017 1.32947928434358e-129 6.09870381721507e-23 2.05533732247002e-15
CD9 0.183586751881968 0.218330407745075 0.164332557469737 0.119649125587846 2.39124326331291e-21 5.26285737152626e-15 1.703039830844e-12 4.00930161318127e-12
C1QA -0.249245084099308 0.791316649296178 0.150726244187256 0.219576543726011 6.31237189347333e-23 0 1.13970129829129e-13 3.74711561623644e-46
PIK3CA 0.230263634195505 0.170522422751777 0.184929173292203 0.11165904586999 6.8709884502355e-23 2.63695217952151e-09 6.02220305267011e-15 5.71508290089855e-11
MLPH -0.105819664645571 0.895444274609363 0.0392385754734084 0.134907986145587 9.27788365575454e-10 0 0.048957867301485 9.33596381094857e-19
COL1A2 -0.498036877106463 0.987798410520003 0.0396164135432579 0.194667083932109 1.52241544243806e-86 0 0.00635238455205097 1.96111170027503e-48
NCAM1 0.0905993519137151 0.256303153009266 0.0561409479458747 0.063534536276997 6.30101907371183e-21 6.10752394487402e-19 0.0226253572222019 0.000669295739984315
SULF1 0.164841904518314 0.0560668597147065 0.0336686181321399 0.0491356184964165 1.90871341157507e-44 0.0717390755581355 0.152821363806414 0.00790084212773118
HLA.B -0.345252589531478 0.709059768197817 0.172374426348345 0.226351322713727 2.28624109269789e-10 1.0080346906498e-251 4.3353633412547e-13 2.14381436371556e-48
AIF1 0.133223284318415 0.0639380809996591 0.0564669246881395 0.0589955210487971 1.00098666896839e-38 0.0286228409527912 0.0232675751837829 0.00174238347751603
ITGAX -0.128299086521025 0.896559566652766 0.0848653380045769 0.221749641088226 6.09536008557693e-19 0 5.71023437176056e-05 6.93911720637809e-41
TRDC 0.0409052716046495 0.342499326148203 0.114316489389073 0.108247532153636 3.12165193649169e-08 1.40855020175681e-35 5.88864031288799e-06 1.99747842141516e-08
S100A4 0.296481470333815 0.102773996040682 0.0914460240644224 0.0733037612150616 3.65177899673677e-42 0.000486907654437857 0.000174892943601996 3.45999117346538e-05
EIF3E 0.467261837502845 0.166331987005298 0.182039191485204 0.154326320201877 1.4256035513418e-26 9.78193932602149e-09 2.4404772985784e-13 1.40459344108878e-20
LDB2 -0.326323099603077 0.896880448701576 0.132766458242675 0.250498522891228 7.63862830292067e-54 0 3.68920091187362e-12 1.86994488496705e-59
MMP11 0.0168248134235968 0.563876681935997 0.147552598688863 0.0856055176562691 0.0485820653880717 7.14271857561204e-118 1.8677283054667e-10 1.94571142561099e-06
FN1 -1.08025167872721 0.875702627242013 -0.0608364962770277 0.386884458913695 6.99671932368338e-157 0 3.34597593285777e-05 4.88096149645367e-210
CD96 0.0179180138343967 0.546924035233278 0.0928535260358785 0.090619615295865 0.00570974637457411 2.68151665125464e-103 0.000144592336129686 2.19987153001589e-06
NDC80 -0.107276744635452 0.751700220576843 0.213662889807569 0.200496494293242 1.51475701559509e-21 0 5.90269605844544e-27 8.6723128747977e-38
COL3A1 -0.385075531712734 0.965163201297612 0.0334605998450705 0.207022397390199 7.26237377059938e-57 0 0.0369932342086531 2.90593611439872e-49
PLEK -0.00982398395424589 0.626845334422088 0.1412878785026 0.150210613752499 0.502694175228555 4.13012477921373e-186 2.51464038500953e-10 7.05163742322634e-18
CD36 0.0860440897926046 0.27533021881641 0.18811975373564 0.310918004923552 0.000489252486273413 2.11188279765448e-31 4.04921370990178e-16 8.52673181816383e-85
C1QB -0.189927035102669 0.832994941526068 0.12382189313234 0.164236068729676 2.45437158386612e-14 0 3.00160887309053e-09 3.11386147404001e-25
JUN -0.430816258523584 0.647142121896295 0.181532867457047 0.296588730624835 9.54424929908047e-06 5.38405608772808e-149 4.20378663708554e-11 6.20535499266148e-80
S100A8 0.0553679359012627 0.0403916381913278 0.0177650035546114 -0.00885220384380123 1.58378837086951e-29 0.204584821708053 0.505462328843235 0.675394431194712
MMP12 0.0648975597621794 0.00994598118807692 0.0402246796994976 0.00634554233496015 3.65852236342981e-32 0.766476556444813 0.123176380849162 0.749914123294006
TAGLN 0.230720480532671 0.234074614787538 0.0992994645006527 0.109910873094818 8.71218397010278e-25 1.88679761476581e-17 2.9804607567339e-05 4.36033982479056e-10
TSPAN1 0.0279795485067861 0.413475627116649 0.203685789349426 0.175224412820574 0.0204536756310795 7.96023090542621e-65 1.66765650591003e-19 8.99528580760329e-25
ELF5 0.214588535976064 -0.0280716186171834 0.0449890364942854 0.029106492072323 3.4272094536144e-57 0.36500659055301 0.0695101009891533 0.116560051635676
AKT1 0.113974593455074 0.466868886185567 0.234621330484656 0.163046741091865 0.0073532965601999 1.84974268854932e-81 2.40518386204709e-21 1.29254124770142e-22
MMP9 0.0219981220503303 0.0551111998221284 0.0505108223771724 0.493509298226976 1.57008744066926e-05 0.0806191122354198 0.0513870183864048 8.71289061307203e-169
NDRG2 -0.341386340151708 0.706740068452008 0.181477670388112 0.230194131948653 1.69786178745292e-24 0 5.20792327888025e-19 3.38979133100214e-53
HLA.C 0.516412116231054 0.0665676502861776 0.0794639850769396 0.0696807288184593 3.32930184093258e-52 0.0256669272611105 0.00179328344801994 7.97149811148571e-05
S100A9 0.0525765683696035 0.106967711950786 0.0825232277951612 0.0587110437641253 2.23655550762919e-20 0.000692260915231662 0.00150488926471456 0.00309218280102954
LGALS1 -0.716639925482426 0.660984825354907 0.31952991900884 0.240936209661855 7.18924688943496e-28 1.15278237033258e-227 2.50704435282128e-42 2.16713998299612e-55
COL4A1 -0.566681038669258 0.960887229429311 0.0717220534771167 0.237156130811039 1.09665985390114e-126 0 4.83137250551096e-07 2.47355031250824e-71
CD38 0.0928428675152666 0.0248515524290933 0.0487244917743202 -0.0222975343633482 4.03216740939451e-39 0.441400220499803 0.0603952963077473 0.257665381637378
FOS 0.00440936068299439 0.400570491406487 0.157402256738632 0.335394403517545 0.854451897367985 8.85383342188838e-69 1.09765130285251e-11 3.9677340285994e-98
JUNB -1.013423949628 0.752703321731682 0.200361440933346 0.356355759450397 1.26211799799319e-37 3.7113467701822e-258 1.3472739728984e-15 2.71724862996918e-121
CALCRL 0.123319733619087 0.175630249305183 0.114355466307211 0.0427236139490019 3.95388575794299e-27 1.85941451372475e-09 1.96354651676996e-06 0.019613677658444
PLVAP -0.183157912652233 0.756129376834581 0.18063199399662 0.154419080601852 1.12115375709555e-08 3.56259492336491e-272 8.75809428090366e-15 1.28132917194542e-20
CDC20 -0.104244689056517 0.687974311794057 0.248898059580168 0.171427889166879 4.20316657575339e-15 1.14514044779182e-299 5.507528335363e-36 4.33105318671691e-26
TTC6 -0.0632638100165653 0.58730568330045 0.240608221640884 0.175974953888715 0.00043123918292825 4.58910955004317e-155 5.97655465602652e-28 5.78347848310927e-28
EPCAM -0.407717332319252 0.612248900016739 0.215810099449754 0.269970823940718 2.59950841256289e-31 3.9228812279795e-320 2.10417178216053e-29 3.9675867129687e-82
MS4A1 0.0857808296889752 0.0214643827019722 0.0437635438316862 0.0390881222415408 7.66566833653674e-36 0.504188635302426 0.0900115865555606 0.0370259255839473
ALDH1A3 0.0620302140785198 0.117230734543974 0.0892864276933283 0.213490396515438 1.20198752028123e-15 8.87378018251684e-05 0.000373551460554147 5.57868718731835e-30
LGALS2 0.069706970871171 0.0921700696005491 0.0575126798821366 0.00738308628247824 1.77040223896252e-29 0.00317587634999411 0.0264885229262567 0.709797937317132
COL4A2 -0.426984700366342 0.961775849501116 0.0796165341379794 0.198344223543706 1.72286304163161e-82 0 1.35396756830785e-07 3.97095871064867e-45
TBX21 0.129873067758888 0.00627871166346112 0.0454495666223258 0.0519230246005498 1.06253397631663e-41 0.839619417057021 0.0670871997208114 0.00573772017647481
CD3D -0.0856982914103373 0.9033668227892 0.124591190841133 0.205395888399285 1.15162319972629e-17 0 6.5062343294335e-09 2.51882295135298e-33
SDC1 -0.615015995480651 0.855612252518075 0.131641586833658 0.171249141467258 2.07660277740832e-38 0 1.16283477580012e-11 6.08839203687088e-31
KIF23 -0.123490101264774 0.856171181462719 0.163303675922257 0.160319801558746 4.2229270789182e-24 0 2.96328738547603e-17 9.53887570614865e-25
HLA.DPA1 -0.194355236692227 0.834405092752037 0.130322060489219 0.184118213614631 3.34229265120022e-18 0 1.50682796323405e-10 1.30142944779005e-31
POU2AF1 0.12792595751752 0.0647957236635152 0.0545646777350589 -0.0109344964469481 1.48381948230277e-41 0.0392048935591938 0.0320366515010276 0.570074054046941
FOXA1 -0.38191743906496 0.683573273098623 0.257098423937632 0.150495325439338 2.86339398332885e-23 0 1.12967127561196e-38 1.57742586419714e-24
TTYH1 0.0313309835472824 0.186086073693323 0.0852433169972223 0.201738341391654 8.49007057213665e-10 5.68825261208466e-09 0.000474277288465321 7.17758264775505e-27
NF1 0.077687267592931 0.411589385554868 0.228052814963251 0.153613393710734 0.00550982709951518 1.64701188345091e-54 2.70860284376935e-22 9.15641027250555e-21
CAPN13 -0.0463174813663827 0.564835116385439 0.236656745665867 0.18415220222952 0.00207429967745237 6.33154786443394e-155 1.53052790642002e-27 2.59366699589593e-29
CDC6 0.0374853622328112 0.481812039868243 0.125088707642411 0.142139596925267 0.00200303605914906 1.37477674374214e-75 9.92962058852842e-08 3.0227702037009e-15
KIT 0.0392257730824891 0.0754581882490751 0.12167852780525 0.0926796000366908 7.43036490325917e-16 0.0182752663533314 1.67956899097007e-06 1.98112574278797e-06
ERBB2 0.123748432939032 0.459403116327961 0.206814482827943 0.134911481317565 0.00154276753534267 9.79453175075797e-72 1.07550077360711e-16 9.50832528887369e-16
MSR1 0.100841651030233 0.42514273299033 0.0943622195861144 0.123276642817842 1.33364429509379e-09 3.53541166544526e-65 4.80793072268847e-05 3.6412476504085e-12
CD3E -0.036015901054849 0.781451124507374 0.184575606202634 0.144902484948552 4.60243657095796e-06 8.35833227819325e-267 6.5539634408403e-16 1.05927217434294e-15
LGMN -0.212145784113638 0.641727541927367 0.236140078316561 0.184975056696385 0.00144505928246714 3.26492474495361e-143 1.59279360692075e-20 9.29782769640099e-30
SFRP1 0.00771425300573174 0.652119703648161 0.104187436341422 0.0999459211310073 0.37627658752851 4.92357027816955e-201 4.16963401947152e-06 3.00519786330115e-08
ANLN -0.214977442121287 0.853085011752643 0.194651119953562 0.136644329765669 1.93162790086288e-32 0 5.91060008161407e-23 9.58242756828121e-19
TCF4 0.0866376352874752 0.312377776798571 0.14037630656777 0.10736418935468 3.14598666519078e-12 2.63120263372495e-31 3.22969358658551e-09 9.33592700083075e-10
COL4A5 0.271644625471131 -0.00537531908665276 0.0312475142759926 0.027113258854537 7.87285500500465e-63 0.857665294484692 0.206087769180311 0.139825485321256
PRLR 0.0924904874842361 0.401365590465108 0.236059108728144 0.181419038555329 0.00169590464144647 1.87348404152663e-60 9.54014835760371e-24 6.19076737477997e-28
CCL2 0.0794289813241193 0.10655928053946 0.0451383790051373 0.109556272021322 3.54296107356043e-26 0.000501088342233901 0.0765140707750789 5.58365069315946e-09
HLA.DRA -0.505473351839532 0.813875606168283 0.162235358555723 0.217143856637037 7.27253141989691e-35 0 8.86694794164076e-15 1.08586519230527e-46
FOXC1 0.147316600362631 0.267238516385967 0.163320804747287 0.118099365646859 6.91970196678671e-16 6.23707946798553e-24 3.41663678625803e-12 1.18821408123265e-11
TYMS -0.437876262963239 0.692438433678231 0.147911707678586 0.314061725340795 7.08960815175656e-55 0 1.19141334602497e-16 1.20613965987578e-109
