target intercept intra juxta.15 para.100 p.intercept p.intra p.juxta.15 p.para.100
CD14 0.0955222086922037 0.20632720529101 0.0745287294628616 0.154065196673949 6.22275861488307e-12 4.42685349363423e-08 0.0164437492775759 1.08175641442437e-10
IL2RA 0.0603631459958982 0.322061231737933 0.214042382882684 0.0533433171860667 2.60302880091393e-06 3.35785258471756e-20 1.20529415393391e-12 0.0246327573495304
CTLA4 0.0463671169174123 0.181768260420577 0.0968177067268075 0.0138828762968158 9.71552851173779e-12 5.61575116522829e-06 0.00271418924796479 0.59852412537526
CEACAM1 0.0412377450384917 0.238225824462872 0.112853701748256 0.169435056743893 4.49216850610827e-06 1.28335022374904e-09 0.00033633562710709 5.77219642317023e-12
TMEM45B -0.00842393933631549 0.475477106196921 0.210734422487367 0.224146921247058 0.585796754639812 6.93410634500256e-51 1.32429125235524e-13 5.0271390969186e-24
BANK1 0.100398727846812 0.208247180088841 0.0890079312977425 0.167403729996562 2.61062842460014e-11 3.38145088821071e-08 0.00430514513923019 3.88567589348322e-13
PBK 0.0603624894389848 0.495199365858919 0.148267301311495 0.0737833560660331 0.000551148863099195 6.17151893882446e-51 3.40597989128939e-07 0.00104654658739933
CD68 0.166293910565339 0.215229055963892 0.109013523333486 0.0296012352971192 7.41001483815631e-19 8.03948331038953e-10 0.000268997404853063 0.220171728728165
FAT1 0.045400734895798 0.488891089354535 0.10211150102992 0.119007708577026 0.00244236673811828 1.53179065138593e-41 0.000690077505208529 2.64350289872968e-07
ACTA2 -0.129295412355918 0.666917287660934 0.16135263286594 0.379946348231022 3.80351168920355e-16 4.46445995155752e-145 7.69993715932835e-11 1.12625072777177e-78
MYL9 -0.210291410251591 0.627983016067914 0.286425185758678 0.258588016957727 2.75076953210094e-20 2.12485958605513e-162 8.80953272158989e-32 1.32911417058606e-38
SOX18 -0.0105469640285641 0.593876577640573 0.195822363285075 0.160670732550647 0.402142665138316 1.90697528350674e-85 5.49021550148668e-13 1.77726264847077e-12
GRB7 0.0488356086015025 0.392034194281019 0.245955034549623 0.0857948349089581 0.0027162194674257 1.95564919688141e-29 8.2716191679031e-17 0.000225879110352161
RB1 0.0868183993942729 0.389164233538603 0.137303259492192 0.130732051689393 1.13614182011437e-05 2.3362436613935e-28 1.73363744574782e-06 3.77870023879987e-09
MAPK13 0.274628473334931 0.286948307200898 0.0979992233917373 0.0692495112937133 7.07929665572129e-17 1.70980951656318e-16 0.00127352131259107 0.00216335099434683
KRT19 -0.951625754932513 0.797486852257321 0.164183360921443 0.203803331159032 2.59412947434786e-55 0 8.39231326488197e-16 6.33807269204732e-33
ACTG2 -0.0280786828279111 0.549759845321376 0.305236806070048 0.30860539274362 2.59439787185304e-05 4.30454867536243e-77 2.68657388726856e-30 1.8873966266813e-40
CENPF -0.297526624790239 0.801047898079496 0.191922363948751 0.339945411848195 1.54352689541018e-43 9.00099833949748e-295 5.66881634410546e-16 6.2204080786835e-70
PDCD1 0.0643038880926294 0.147109941118545 0.139300122690759 0.122322123382273 2.03938148819648e-10 0.000177374480389256 6.59347931897518e-06 6.73578747587655e-07
CD163 -0.210291243095624 0.89571930363522 0.10233428212183 0.263050734569157 2.30106646077801e-20 0 0.000117319176434365 3.55942042906338e-38
CTSL -0.209016207757224 0.693526600935435 0.223187358306032 0.16402773254237 3.42794457382967e-05 2.95939992406244e-150 1.81865922200345e-14 6.27647511211379e-15
BCL2 0.131850354673984 0.117396424348676 0.0970661322284273 0.0363642269142387 9.4929642233338e-22 0.0022065751676238 0.0019016493639086 0.120271106503802
CD69 0.0788769455708601 0.293080722008824 0.134418678912126 0.0358740191897565 1.00312965387435e-10 5.00791455022461e-16 5.56472980102864e-06 0.14153424951135
FCGR3A 0.270194378458655 0.275624134423978 0.10072601275316 0.0859232858250232 1.9887823072929e-16 5.05574127763432e-16 0.00106754250856039 0.000130244954291171
IL32 -0.0285072234896398 0.525094260851217 0.185545255591487 0.249202338904867 0.205972454712037 1.83471322717259e-70 5.14795200246052e-11 1.01499491196744e-30
MYLK -0.142572719053515 0.585144109627191 0.224945225258552 0.280927094453593 2.34870853874152e-08 1.14942801437464e-117 1.64150717960129e-17 1.86072857935175e-43
SOX4 -0.0675639100365348 0.565915217919035 0.179974954520501 0.242024650080485 0.144826503770313 2.5848545336112e-82 1.74477443717425e-09 1.74087988264115e-29
GSN 0.143392369178328 0.267425635185858 0.122168994805258 0.144430594411441 1.10159433974939e-10 6.96874390192686e-14 1.99960313327736e-05 1.17980650153103e-10
PDPN 0.0644258859405429 0.113424998091803 0.049307828567492 0.0531768274963142 1.43136695805083e-15 0.00707484101573985 0.1070002824474 0.0445023978605376
KRT5 -0.088131076389413 0.38091342988618 0.164356052860729 0.473181197609092 0.00443445357265322 1.64542595129171e-34 5.82141828580671e-09 6.14598273619961e-133
CXCR5 0.127383309218368 0.0619978138561497 0.0567812859563586 0.0353431922945291 9.19419681774551e-25 0.125231578841925 0.0687196348668127 0.142140334776602
MAPK3 0.0333695075109046 0.542210950578096 0.202497142847907 0.147720849041688 0.368123516398833 6.07324752008815e-74 3.77274647471482e-12 1.36371864066166e-11
TMSB10 -1.95071746257698 0.86938111233115 0.16376602247318 0.26595203699172 2.95795758221127e-22 3.02469130888971e-264 8.22200667060371e-08 1.08323917788869e-42
CEP55 -0.169988266455299 0.750260860159775 0.235394299370028 0.164859984548942 2.34469586692472e-11 7.92089981874287e-192 4.91983725145182e-19 2.472024347092e-15
RPL13 0.31745538901489 0.0983419843163982 0.099077149018717 0.107529967961152 2.30932359758636e-25 0.00684062653331655 0.000946222936878158 1.51610828777329e-06
CD19 0.103650613300906 0.176588926687185 0.11678044347636 0.0538921365413226 1.9703541477415e-15 5.66979968727353e-06 0.00022471048446149 0.0261891551100636
ACTR3B 0.153496286766595 0.33286002392187 0.156845395099546 0.0594499720869052 5.44681932035249e-11 9.0771067542904e-22 2.66778799338353e-07 0.00774553625949684
FCN1 -0.0701357286188521 0.529405657025651 0.0960497129233658 0.532853542481984 1.32123471192554e-06 8.62019456615537e-70 0.00110451692149981 1.48616568561798e-150
IL3RA 0.0592260043543442 0.417529751480349 0.0838134928188416 0.107463247207818 4.83450810762923e-06 2.00900737661654e-33 0.00449614102654246 7.05828456936315e-06
MYO10 0.0155671059987737 0.467610080099625 0.179726042119892 0.21549567300094 0.469451738165456 9.33339054481881e-48 9.5846755288311e-11 3.79437261991731e-23
BGN -0.564252213980181 0.814824011669718 0.049528650688472 0.336205101023293 2.27053152064733e-39 0 0.026925950876133 1.87764339684484e-79
SPDEF -0.198232778310406 0.748365751862258 0.22119257571762 0.143893622100552 3.81911994379029e-10 4.21610299758682e-217 8.6971053461752e-17 2.74949062594069e-12
GZMB 0.0510606464794334 0.271721772955724 0.0775651830247639 0.288323294719209 5.37452308388658e-05 3.16350034287485e-15 0.0119437932823224 1.17138687383042e-33
CD7 0.092194867074708 0.199880156723488 0.153618417773036 0.0495090370706008 1.14139803972594e-12 1.8261663739164e-07 1.88274205929943e-07 0.0423500314188777
MDM2 0.0816364702395297 0.21661214219875 0.129772262684972 0.18471139341841 2.16144731642927e-08 1.82581754453263e-08 2.75401810793466e-05 7.00245144647526e-16
CXXC5 0.124405381794944 0.297036473471295 0.153070731017515 0.0855813765066775 1.23880922851851e-10 5.79415121784649e-17 1.55002075360492e-07 0.000164943198134928
PDZK1IP1 0.304935214362844 0.315370069849063 0.0911550340167859 0.0309693882843818 7.99259909827707e-20 1.93234189276397e-19 0.00328523673247162 0.173605210523811
CLDN4 -0.0267297201759657 0.522755979864061 0.214962550976748 0.227761950153033 0.0930899896775968 7.85680988330382e-67 2.82665485708565e-14 2.06548719386597e-25
FCRL5 0.0324891293020607 0.196488726149743 0.0900435145583735 0.218573753531503 5.16174930014442e-06 3.56738038235029e-07 0.00470228215777094 2.92491684587308e-18
TP53 -0.111142779710352 0.633602973223788 0.187479994332205 0.196295400580101 0.12920884439527 3.01268846860631e-99 1.35869067851459e-09 1.7318210271035e-20
SPP1 0.0655512737144937 0.0148136170939203 0.101788251137521 0.206558575577112 3.57151147159202e-12 0.723456007645756 0.00164383261699879 3.62983923211328e-17
BICC1 0.0879880327974761 0.234778429932274 0.0495440903875035 0.0569513834435676 3.4780727752961e-14 4.43772971204145e-09 0.115045058292134 0.0202919580710908
IL7R -0.080805895987386 0.677685837731413 0.231957760349548 0.407356374796163 4.56153093595831e-15 1.67815096018722e-175 8.91132523083685e-20 2.62096664435652e-91
KRT7 -0.733958379080036 0.775212691408043 0.153707536517922 0.22667196975567 2.61822931869885e-36 0 2.5663048778344e-12 9.19157550607061e-37
CD2 -0.143316209064915 0.879612240438196 0.154219390900813 0.278654499332926 3.46801394150255e-22 0 3.55398326062467e-10 4.11484479912786e-43
ADGRL4 -0.0230392769037322 0.687933467558888 0.244756656859732 0.0868760890889609 0.0356447193358787 1.43293796557345e-116 1.19828577626622e-18 0.000175821967271082
RPL18 0.290093934069866 0.15164436440409 0.0998286184429341 0.0588206325898939 6.05581646203087e-26 4.12780650474152e-05 0.00101450843889674 0.0110071949829858
DCN 0.0159343972816312 0.333460701814545 0.163286589013996 0.298315583082048 0.151205639418769 1.75682307886415e-23 1.66078021178541e-07 2.19782388460497e-40
