target,imp
ACTA2,133.4605831325053
ACTG2,15.452626925537416
ACTR3B,306.9478459939681
ADGRL4,38.5692957761847
AGR2,627.963070021118
AHR,297.1321419709716
AIF1,42.231196802458086
AKT1,490.76004709060976
ALDH1A3,327.4160974645249
ANLN,334.36433490912174
AP1M2,212.00236720481192
APOC1,697.393328434875
APOE,191.78777212818642
AR,46.25994140166927
AURKA,661.452101638377
AZGP1,1217.7122968102276
B2M,894.4575092665347
BAG1,591.454661822437
BANK1,139.89558161851232
BCL2,60.724919238910005
BGN,224.39887696984715
BICC1,37.22738591967217
BIRC5,95.54070915860491
BLVRA,274.5746915289249
BRAF,112.71510745709234
C1QA,113.42880010415821
C1QB,64.7505410733701
CALCRL,65.28409698165828
CAPN13,1788.4879240478963
CCL2,48.95248670943731
CCL3,62.10130225268902
CCL4,37.824021608547945
CCL5,100.31477269890792
CCNB1,289.34824154557907
CCND1,901.7103330164988
CCNE1,350.9082608967108
CCNE2,208.52477285447029
CD14,79.50329993051305
CD163,140.44783725796643
CD19,37.4668932672416
CD2,94.97605443715045
CD24,2605.943830630776
CD274,33.81197005600519
CD34,118.37096774289851
CD36,36.7728309226657
CD38,55.06135508751936
CD3D,32.56610924997237
CD3E,92.77268123850658
CD3G,74.1030757313235
CD4,44.606863971959235
CD40,58.08899835210049
CD40LG,48.63884643116126
CD44,190.24640427786485
CD5,1842.3594834046735
CD63,565.7309368601026
CD68,67.12326657884685
CD69,84.50879028106041
CD7,65.13499493474046
CD74,1717.7211355556783
CD79A,132.48899870857437
CD79B,661.2840561963296
CD8A,26.331851113276162
CD9,313.0822513871563
CD96,39.81221185714611
CDC20,236.13383111069572
CDC6,550.3518045588479
CDH1,3139.5909839777846
CDH11,9.575776268486353
CDH3,198.26562080990013
CDK4,388.00679512921823
CDK6,52.967695232463655
CDK7,337.2444911223647
CDKN2A,508.0550462085121
CEACAM1,385.3977437305008
CENPF,457.0684877361844
CEP55,270.2768274684016
CLDN4,161.23964929732338
CLU,99.580843355723
COBL,344.4700307722838
COL1A1,128.9601150273494
COL1A2,266.1563836479202
COL3A1,213.56492725872042
COL4A1,405.8920021542573
COL4A2,307.01397852931154
COL4A5,193.95897491683954
CR2,42.10086956063153
CRABP2,331.67516760780353
CSRP2,38.097504299951645
CST3,90.65444443307791
CSTB,295.4314939445856
CTCF,1124.1919778605518
CTLA4,25.56379557335306
CTSL,397.30910330977486
CXCR5,78.20751347903979
CXXC5,424.74426199316986
DCN,21.177567842809243
DERL3,97.15135834021763
EFNA5,371.4502093249601
EGFR,110.6230605401333
EIF3E,572.8168679592806
ELF5,90.60968442118947
EPCAM,3515.3219471260118
ERBB2,8305.025280023148
ERBB3,1578.351570172139
ERBB4,358.4951413799422
ESR1,65.09639356060684
FABP7,133.3864431086115
FAP,64.36837721140853
FASN,2485.08147523191
FAT1,312.1642627009179
FCGR3A,198.85659864431517
FCN1,25.26918129985212
FCRL5,31.885623668413867
FGFR1,177.25385429036902
FGFR2,116.36573095859467
FGFR4,199.07494774664667
FN1,935.7608420728553
FOS,94.95730914860832
FOXA1,4111.355407582258
FOXC1,260.3323690390278
FOXP3,125.89035173661874
FXYD3,957.8139691912078
GATA3,388.25529715686827
GNG11,40.393061612348475
GNLY,40.249532763976646
GPNMB,106.1968467036591
GPR160,416.4885476078743
GSN,303.90071501091785
GZMB,20.873013541713412
HIF1A,1061.4282259449976
HLA.A,217.53916687520294
HLA.B,1151.894233564526
HLA.C,369.7699983502659
HLA.DPA1,112.72827622037576
HLA.DRA,495.74456841445453
HLA.DRB1,114.47550320726597
HLA.DRB5,47.43810814567158
HLA.E,971.9909802868782
HSPB1,663.229829879047
HSPG2,91.28031270944054
ICAM1,92.18651912137082
ICOS,39.26852576172873
IFITM3,124.66176497424358
IGF1R,269.63027524121304
IGFBP5,278.46850129568827
IL2RA,162.38135535198109
IL32,177.25799487228403
IL3RA,44.184916103173485
IL7R,36.30181442316246
ISG15,363.180751805644
ISG20,253.31517426086913
ITGA6,350.0973349444758
ITGAX,86.77611797115799
JUN,993.5969503823197
JUNB,650.0350349810228
KIF23,328.18604859797944
KIT,77.60601441161941
KRAS,583.5218982182283
KRT10,30.444083729742417
KRT14,39.732652349561825
KRT15,232.35555682540482
KRT17,37.06967111089343
KRT18,1467.7283899968666
KRT19,3658.0566102621565
KRT5,99.69963319131719
KRT7,5205.751133380889
KRT8,2800.7457516093255
LAG3,101.30298452935554
LAMA1,34.42836386325186
LAMC1,347.3301258064983
LDB2,157.83868143300117
LGALS1,381.27145503362254
LGALS2,33.37194716270177
LGMN,455.0233120370725
LILRB1,73.71508214460478
LRP2,52.201370932398824
LST1,81.97783623923415
LTF,45.44403860360253
LUM,123.91268902257906
LYPD6B,52.79366195756325
LYZ,180.18614186667972
MAPK13,669.1212839201994
MAPK3,234.3373586322509
MDM2,177.94388585730718
MELK,249.1440268270501
MIA,49.67865662271914
MKI67,286.8439156021075
MLPH,1637.6133942255005
MMP11,36.10809690168782
MMP12,50.367868899822
MMP9,13.092571773372576
MS4A1,90.98909421594102
MSR1,123.83285714980236
MT2A,72.77430150694526
MUC1,1493.264855573813
MYB,153.58002419668844
MYBL2,445.13898237575887
MYC,326.13091476275787
MYL6,1694.2150533794743
MYL9,265.3568559200742
MYLK,191.9052905603825
MYO10,304.3351086432564
MYO5B,300.95577754581905
MZB1,120.67392054649409
"NAT1",129.0507418326978
NCAM1,65.83457399478296
NDC80,239.14685165403247
NDRG2,390.7136433992245
NF1,499.27116093215324
NFKBIA,479.29559332474105
